Money,Earnings,Rise or fall between days,Rise or fall between weeks
2560.367862,1560.367862,-3.819267,110.749135
2556.548595,1556.548595,-3.814412,107.901597
2552.734183,1552.734183,-3.779374,105.068575
2548.954809,1548.954809,63.721794,102.250032
2612.676603,1612.676603,-3.858104,230.26658
2608.818499,1608.818499,-3.853197,227.196999
2604.965302,1604.965302,66.151695,224.142637
2671.116997,1671.116997,-6.666805,151.103404
2664.450192,1664.450192,-6.647434,150.902593
2657.802758,1657.802758,-6.597917,150.70223
2651.204841,1651.204841,191.738342,150.472069
2842.943183,1842.943183,-6.927685,-48.044002
2836.015498,1836.015498,-6.907559,108.94486
2829.107939,1829.107939,-6.887538,378.860892
2822.220401,1822.220401,-6.867616,378.282765
2815.352785,1815.352785,-6.847797,377.706337
2808.504988,1808.504988,-6.828078,377.131602
2801.67691,1801.67691,-6.777729,376.558553
2794.899181,1794.899181,150.061177,375.98866
2944.960358,1944.960358,263.008473,286.66949
3207.968831,2207.968831,-7.465665,95.188871
3200.503166,2200.503166,-7.444044,95.094326
3193.059122,2193.059122,-7.422532,94.999844
3185.63659,2185.63659,-7.401127,94.905426
3178.235463,2178.235463,-7.347622,94.811072
3170.887841,2170.887841,60.742007,94.71702
3231.629848,2231.629848,71.527854,71.392901
3303.157702,2303.157702,-7.56021,-7.640351
3295.597492,2295.597492,-7.538526,-7.564249
3288.058966,2288.058966,-7.51695,-7.488645
3280.542016,2280.542016,-7.495481,-7.413533
3273.046535,2273.046535,-7.441674,-7.338911
3265.604861,2265.604861,37.417888,-7.264961
3303.022749,2303.022749,-7.505398,74.623227
3295.517351,2295.517351,-7.484108,74.564493
3288.033243,2288.033243,-7.462922,74.505708
3280.570321,2280.570321,-7.441838,74.446874
3273.128483,2273.128483,-7.420859,74.387991
3265.707624,2265.707624,-7.367724,74.329061
3258.3399,2258.3399,119.306076,74.270235
3377.645976,2377.645976,-7.564132,-52.441763
3370.081844,2370.081844,-7.542893,-52.263024
3362.538951,2362.538951,-7.521756,-52.117346
3355.017195,2355.017195,-7.500721,-51.972369
3347.516474,2347.516474,-7.479789,-51.828091
3340.036685,2340.036685,-7.42655,-51.684504
3332.610135,2332.610135,-7.405922,-51.574012
3325.204213,2325.204213,-7.385393,-51.4641
3317.81882,2317.81882,-7.397215,-51.322821
3310.421605,2310.421605,-7.376779,-51.149963
3303.044826,2303.044826,-7.356443,-50.977877
3295.688383,2295.688383,-7.336202,-50.838351
3288.352181,2288.352181,-7.316058,-50.699488
3281.036123,2281.036123,-7.29601,-50.561284
3273.740113,2273.740113,-7.244114,-50.423734
3266.495999,2266.495999,-7.224357,-50.318777
3259.271642,2259.271642,-7.204693,-50.214366
3252.066949,2252.066949,-7.216917,-50.079002
3244.850032,2244.850032,-7.197339,-5.317058
3237.652693,2237.652693,-7.177854,-5.252207
3230.474839,2230.474839,-7.15846,-5.18777
3223.316379,2223.316379,-7.139157,-5.123743
3216.177222,2216.177222,-7.119946,-5.060125
3209.057276,2209.057276,-7.069329,-4.996912
3201.987947,2201.987947,37.545027,-4.965595
3239.532974,2239.532974,-7.132488,-49.498718
3232.400486,2232.400486,-7.113417,-7.51729
3225.287069,2225.287069,-7.094433,-7.450751
3218.192636,2218.192636,-7.075539,-7.384621
3211.117097,2211.117097,-7.056733,-7.318897
3204.060364,2204.060364,-7.038012,-7.253575
3197.022352,2197.022352,-6.988096,-7.188654
3190.034256,2190.034256,34.84894,-7.124297
3224.883196,2224.883196,-7.046878,-48.909987
3217.836318,2217.836318,-7.028303,-48.78179
3210.808015,2210.808015,-7.009815,-48.654181
3203.7982,2203.7982,-6.991411,-48.527154
3196.806789,2196.806789,-6.973091,-48.400708
3189.833698,2189.833698,-6.923739,-48.274838
3182.909959,2182.909959,-6.93675,-48.149871
3175.973209,2175.973209,-6.918681,-47.994403
3169.054528,2169.054528,-6.900694,-47.839593
3162.153834,2162.153834,-6.882788,-47.716086
3155.271046,2155.271046,-6.864965,-47.593138
3148.406081,2148.406081,-6.847221,-47.470746
3141.55886,2141.55886,-6.798772,-47.348906
3134.760088,2134.760088,-6.781282,-47.258401
3127.978806,2127.978806,-6.763871,-47.16835
3121.214935,2121.214935,-6.777187,31.856838
3114.437748,2114.437748,-6.75984,185.415329
3107.677908,2107.677908,-6.742573,185.188907
3100.935335,2100.935335,-6.725381,184.962979
3094.209954,2094.209954,-6.708267,184.73754
3087.501687,2087.501687,-6.691231,184.512592
3080.810456,2080.810456,72.261317,184.319146
3153.071773,2153.071773,146.781304,105.190509
3299.853077,2299.853077,-6.986262,-48.440835
3292.866815,2292.866815,-6.968501,-48.318288
3285.898314,2285.898314,-6.95082,-48.196283
3278.947494,2278.947494,-6.933215,-48.074816
3272.014279,2272.014279,-6.884677,-47.953887
3265.129602,2265.129602,-6.86732,-47.864503
3258.262282,2258.262282,-6.85004,-47.744907
3251.412242,2251.412242,-6.863715,110.195517
3244.548527,2244.548527,-6.846496,110.084387
3237.702031,2237.702031,-6.829353,109.973404
3230.872678,2230.872678,-6.812286,109.862569
3224.060392,2224.060392,-6.795293,109.751883
3217.265099,2217.265099,-6.747724,109.641344
3210.517375,2210.517375,151.090384,109.531246
3361.607759,2361.607759,-6.974845,-48.400056
3354.632914,2354.632914,-6.957479,-48.249299
3347.675435,2347.675435,-6.940188,-48.099151
3340.735247,2340.735247,-6.922972,-47.949608
3333.812275,2333.812275,-6.905832,-47.800667
3326.906443,2326.906443,-6.857822,-47.683003
3320.048621,2320.048621,-6.840918,-47.59679
3313.207703,2313.207703,-6.824088,-47.510992
3306.383615,2306.383615,-6.807331,-47.425608
3299.576284,2299.576284,-6.790645,-47.340633
3292.785639,2292.785639,-6.774031,-47.256066
3286.011608,2286.011608,-6.788168,-47.171906
3279.22344,2279.22344,-6.771609,-47.027095
3272.451831,2272.451831,-6.75512,173.072938
3265.696711,2265.696711,-6.738704,316.009464
3258.958007,2258.958007,-6.722356,315.609357
3252.235651,2252.235651,-6.706078,315.210216
3245.529573,2245.529573,-6.689871,314.812038
3238.839702,2238.839702,-6.643357,314.414821
3232.196345,2232.196345,213.328424,314.019605
3445.524769,2445.524769,136.181406,162.826801
3581.706175,2581.706175,-7.138811,110.051871
3574.567364,2574.567364,-7.121497,109.947988
3567.445867,2567.445867,-7.104256,109.844227
3560.341611,2560.341611,-7.087088,109.740586
3553.254523,2553.254523,-7.038573,109.637068
3546.21595,2546.21595,62.13562,109.533937
3608.35157,2608.35157,83.406476,40.273671
3691.758046,2691.758046,-7.242694,-50.240464
3684.515352,2684.515352,-7.225258,-50.088513
3677.290094,2677.290094,-7.207897,-49.937151
3670.082197,2670.082197,-7.190606,-49.817841
3662.891591,2662.891591,-7.141704,-49.699027
3655.749887,2655.749887,-7.124646,-49.612391
3648.625241,2648.625241,-7.107659,-49.526157
3641.517582,2641.517582,-7.090743,-49.440324
3634.426839,2634.426839,-7.073896,-49.323638
3627.352943,2627.352943,-7.088587,-49.207434
3620.264356,2620.264356,-7.071792,-49.091406
3613.192564,2613.192564,-7.055068,-48.975857
3606.137496,2606.137496,-7.038412,-48.860782
3599.099084,2599.099084,-7.021826,-48.74618
3592.077258,2592.077258,-6.974057,-48.632046
3585.103201,2585.103201,-6.957692,-48.549631
3578.145509,2578.145509,-6.972559,-48.436684
3571.17295,2571.17295,-6.956243,-48.293032
3564.216707,2564.216707,-6.939993,-48.149924
3557.276714,2557.276714,-6.92381,-48.007356
3550.352904,2550.352904,-6.907692,-47.89607
3543.445212,2543.445212,-6.891642,-47.785237
3536.55357,2536.55357,-6.844745,-47.674852
3529.708825,2529.708825,-6.828907,-47.595826
3522.879918,2522.879918,-6.813135,-47.51716
3516.066783,2516.066783,-6.797425,-47.438853
3509.269358,2509.269358,-6.812524,-47.360903
3502.456834,2502.456834,-6.796859,-47.222108
3495.659975,2495.659975,-6.781257,-47.083829
3488.878718,2488.878718,-6.765719,-46.946065
3482.112999,2482.112999,-6.750241,-46.808812
3475.362758,2475.362758,-6.734828,-46.672069
3468.62793,2468.62793,-6.719475,-46.566086
3461.908455,2461.908455,-6.673729,-46.460527
3455.234726,2455.234726,-6.65858,-46.385844
3448.576146,2448.576146,-6.643493,-46.3115
3441.932653,2441.932653,-6.628466,-46.237492
3435.304187,2435.304187,-6.613498,-46.163817
3428.690689,2428.690689,-6.628845,-46.090475
3422.061844,2422.061844,-6.613916,10.991237
3415.447928,2415.447928,-6.599046,189.420699
3408.848882,2408.848882,-6.584236,189.213975
3402.264646,2402.264646,-6.569485,189.007658
3395.695161,2395.695161,-6.554791,188.801746
3389.14037,2389.14037,-6.540156,188.596237
3382.600214,2382.600214,50.452867,188.421698
3433.053081,2433.053081,171.815546,277.581546
3604.868627,2604.868627,-6.80577,329.507874
3598.062857,2598.062857,-6.790553,329.122539
3591.272304,2591.272304,-6.775397,328.738065
3584.496907,2584.496907,-6.7603,328.354452
3577.736607,2577.736607,-6.714695,327.971696
3571.021912,2571.021912,139.612715,327.559227
3710.634627,2710.634627,223.741874,180.866705
3934.376501,2934.376501,-7.191105,-49.939289
3927.185396,2927.185396,-7.175027,-49.828121
3920.010369,2920.010369,-7.15901,-49.717384
3912.851359,2912.851359,-7.143056,-49.607076
3905.708303,2905.708303,-7.127164,-49.497195
3898.581139,2898.581139,-7.079807,-49.387738
3891.501332,2891.501332,-7.06412,-49.31023
3884.437212,2884.437212,-7.079937,-49.201856
3877.357275,2877.357275,-7.06429,1902.058688
3870.292985,2870.292985,-7.048702,2120.846029
3863.244283,2863.244283,-7.033175,2115.196313
3856.211108,2856.211108,-7.017707,2109.595439
3849.193401,2849.193401,-7.002299,2104.042978
3842.191102,2842.191102,-6.955746,2098.538507
3835.235356,2835.235356,1944.180607,2093.050402
5779.415963,4779.415963,211.723051,136.520122
5991.139014,4991.139014,-12.698418,-87.522437
5978.440596,4978.440596,-12.634049,-87.082014
5965.806547,4965.806547,-12.570168,-86.644907
5953.236379,4953.236379,-12.50677,-86.211082
5940.729609,4940.729609,-12.443851,-85.780507
5928.285758,4928.285758,-12.349673,-85.35315
5915.936085,4915.936085,-12.319508,-84.929526
5903.616577,4903.616577,-12.257995,-84.508505
5891.358582,4891.358582,-12.196942,-61.248409
5879.16164,4879.16164,-12.136343,-60.889549
5867.025297,4867.025297,-12.076195,-60.533478
5854.949102,4854.949102,-12.016494,-60.180167
5842.932608,4842.932608,-11.926049,-59.829588
5831.006559,4831.006559,-11.898487,-59.512898
5819.108072,4819.108072,11.002101,-59.136973
5830.110173,4830.110173,-11.838082,143.140085
5818.272091,4818.272091,-11.780272,246.881982
5806.491819,4806.491819,-11.722884,246.486745
5794.768935,4794.768935,-11.665915,246.092439
5783.10302,4783.10302,-11.609359,245.699065
5771.493661,4771.493661,-11.522562,245.306622
5759.971099,4759.971099,213.279159,244.915627
5973.250258,4973.250258,91.903815,19.779434
6065.154073,5065.154073,-12.175509,-83.956315
6052.978564,5052.978564,-12.11719,-83.556869
6040.861374,5040.861374,-12.059289,-83.160268
6028.802085,5028.802085,-12.001802,-82.766482
6016.800283,5016.800283,-11.913557,-82.375487
6004.886726,5004.886726,-11.857034,-82.018423
5993.029692,4993.029692,-11.831934,-81.66395
5981.197758,4981.197758,-11.776063,-81.28102
5969.421695,4969.421695,-11.720589,-80.870333
5957.701106,4957.701106,-11.665503,-80.492822
5946.035603,4946.035603,-11.610807,-80.11795
5934.424796,4934.424796,-11.556493,-79.745689
5922.868303,4922.868303,-11.502561,-79.376017
5911.365742,4911.365742,-11.449004,-79.008908
5899.916738,4899.916738,-11.365376,-78.64434
5888.551362,4888.551362,-11.343078,-78.312735
5877.208284,4877.208284,-11.290631,-77.923219
5865.917653,4865.917653,-11.238546,-77.53631
5854.679107,4854.679107,-11.186821,-77.151986
5843.492286,4843.492286,-11.135452,-76.770223
5832.356834,4832.356834,-11.084436,-76.420617
5821.272398,4821.272398,-11.033771,-76.073392
5810.238627,4810.238627,-10.953562,-75.728526
5799.285065,4799.285065,-10.903722,-75.415889
5788.381343,4788.381343,-10.854222,-75.105433
5777.527121,4777.527121,-10.805058,-74.797139
5766.722063,4766.722063,-10.785846,-74.461763
5755.936217,4755.936217,-10.737211,-35.02265
5745.199006,4745.199006,-10.688905,-34.778159
5734.510101,4734.510101,-10.640925,-34.535499
5723.869176,4723.869176,-10.593266,-34.294653
5713.27591,4713.27591,-10.545928,-34.055605
5702.729982,4702.729982,-10.469682,-33.818337
5692.2603,4692.2603,28.653267,-33.583164
5720.913567,4720.913567,-10.49272,109.881395
5710.420847,4710.420847,-10.446245,405.997182
5699.974602,4699.974602,-10.400079,405.270534
5689.574523,4689.574523,-10.354218,404.546346
5679.220305,4679.220305,-10.30866,403.824605
5668.911645,4668.911645,-10.234509,403.105301
5658.677136,4658.677136,172.117826,402.389415
5830.794962,4830.794962,285.623067,219.368441
6116.418029,5116.418029,-11.172893,-77.140592
6105.245136,5105.245136,-11.124267,-76.806899
6094.120869,5094.120869,-11.075959,-76.475366
6083.04491,5083.04491,-11.027964,-76.145974
6072.016946,5072.016946,-10.950395,-75.818706
6061.066551,5061.066551,-10.903148,-75.493987
6050.163403,5050.163403,-10.885966,-75.171353
6039.277437,5039.277437,-10.8392,-74.821025
6028.438237,5028.438237,-10.792734,-74.502126
6017.645503,5017.645503,-10.746567,-74.185261
6006.898936,5006.898936,-10.700696,-73.870413
5996.19824,4996.19824,-10.625676,-73.557564
5985.572564,4985.572564,-10.580514,-73.276138
5974.99205,4974.99205,-10.535638,-72.996553
5964.456412,4964.456412,-10.520301,-72.718793
5953.936111,4953.936111,-10.475869,-72.384761
5943.460242,4943.460242,-10.431719,64.150921
5933.028523,4933.028523,-10.387847,246.142327
5922.640676,4922.640676,-10.34425,245.782469
5912.296426,4912.296426,-10.300929,245.423467
5901.995497,4901.995497,-10.257878,245.065322
5891.737619,4891.737619,-10.186269,244.708032
5881.55135,4881.55135,126.059813,244.322767
6007.611163,5007.611163,171.559687,107.764051
6179.17085,5179.17085,-10.747705,-74.251558
6168.423145,5168.423145,-10.703252,-73.946205
6157.719893,5157.719893,-10.659074,-73.642732
6147.060819,5147.060819,-10.615168,2926.658878
6136.445651,5136.445651,-10.571534,2937.259533
6125.874117,5125.874117,-10.498903,2947.816553
6115.375214,5115.375214,-10.455922,2958.300942
6104.919292,5104.919292,-10.442352,2968.771378
6094.47694,5094.47694,-10.399779,2979.228244
6084.077161,5084.077161,2989.642536,2989.613509
9073.719697,8073.719697,-0.014513,-0.043541
9073.705184,8073.705184,-0.014514,-0.043542
9073.69067,8073.69067,-0.014514,-0.043541
9073.676156,8073.676156,0.014514,-0.043541
9073.69067,8073.69067,0.014514,-0.072569
9073.705184,8073.705184,-0.014514,-0.072569
9073.69067,8073.69067,-0.014514,32.521804
9073.676156,8073.676156,-0.014514,32.521758
9073.661642,8073.661642,-0.014513,32.521711
9073.647129,8073.647129,-0.014514,32.521664
9073.632615,8073.632615,-0.014514,32.521618
9073.618101,8073.618101,0.014514,32.521572
9073.632615,8073.632615,32.579859,32.521618
9106.212474,8106.212474,-0.01456,-0.043681
9106.197914,8106.197914,-0.014561,58.246687
9106.183353,8106.183353,-0.01456,58.246605
9106.168793,8106.168793,-0.01456,58.246522
9106.154233,8106.154233,-0.01456,58.246439
9106.139673,8106.139673,0.01456,58.246356
9106.154233,8106.154233,0.01456,58.217153
9106.168793,8106.168793,58.275808,58.18795
9164.444601,8164.444601,-0.014643,11.471943
9164.429958,8164.429958,-0.014643,11.471927
9164.415315,8164.415315,-0.014643,11.471911
9164.400672,8164.400672,-0.014643,11.471895
9164.386029,8164.386029,-0.014643,11.471878
9164.371386,8164.371386,-0.014643,11.471862
9164.356743,8164.356743,11.559801,11.501164
9175.916544,8175.916544,-0.014659,-0.043977
9175.901885,8175.901885,-0.014659,68.74884
9175.887226,8175.887226,-0.014659,68.748742
9175.872567,8175.872567,-0.01466,68.748645
9175.857907,8175.857907,-0.014659,68.748549
9175.843248,8175.843248,0.014659,68.748452
9175.857907,8175.857907,0.01466,68.719037
9175.872567,8175.872567,68.778158,68.719133
9244.650725,8244.650725,-0.014757,31.41405
9244.635968,8244.635968,-0.014756,31.414006
9244.621212,8244.621212,-0.014756,31.413962
9244.606456,8244.606456,-0.014756,31.413918
9244.5917,8244.5917,-0.014756,31.413873
9244.576944,8244.576944,0.014756,31.413829
9244.5917,8244.5917,31.473075,31.413873
9276.064775,8276.064775,-0.014801,35.438158
9276.049974,8276.049974,-0.0148,35.438109
9276.035174,8276.035174,-0.0148,35.438059
9276.020374,8276.020374,-0.014801,35.438009
9276.005573,8276.005573,-0.0148,35.43796
9275.990773,8275.990773,0.0148,35.43791
9276.005573,8276.005573,35.49736,35.43796
9311.502933,8311.502933,-0.01485,-0.04455
9311.488083,8311.488083,-0.01485,-0.01485
9311.473233,8311.473233,-0.01485,-0.01485
9311.458383,8311.458383,-0.01485,-0.01485
9311.443533,8311.443533,-0.01485,-0.01485
9311.428683,8311.428683,0.01485,-0.014849
9311.443533,8311.443533,0.01485,-0.044549
9311.458383,8311.458383,0.01485,-0.074249
9311.473233,8311.473233,-0.01485,-0.103949
9311.458383,8311.458383,-0.01485,-0.074249
9311.443533,8311.443533,-0.01485,237.622039
9311.428683,8311.428683,-0.014849,237.621711
9311.413834,8311.413834,-0.01485,237.621381
9311.398984,8311.398984,-0.01485,237.621053
9311.384134,8311.384134,-0.01485,237.620724
9311.369284,8311.369284,0.01485,237.620396
9311.384134,8311.384134,237.681438,237.620724
9549.065572,8549.065572,-0.015178,-0.045535
9549.050394,8549.050394,-0.015179,-0.015179
9549.035215,8549.035215,-0.015178,0.015179
9549.020037,8549.020037,-0.015179,0.015178
9549.004858,8549.004858,-0.015178,0.015179
9548.98968,8548.98968,0.015178,0.015178
9549.004858,8549.004858,0.015179,-0.015178
9549.020037,8549.020037,0.015178,-0.045535
9549.035215,8549.035215,0.015179,-0.075892
9549.050394,8549.050394,-0.015179,-0.106249
9549.035215,8549.035215,-0.015178,-0.075892
9549.020037,8549.020037,-0.015179,-0.075892
9549.004858,8549.004858,-0.015178,-0.075891
9548.98968,8548.98968,-0.015178,-0.075892
9548.974502,8548.974502,-0.015179,-0.075892
9548.959323,8548.959323,-0.015178,-0.075891
9548.944145,8548.944145,0.015178,-0.075891
9548.959323,8548.959323,-0.015178,-0.106247
9548.944145,8548.944145,-0.015178,-0.106248
9548.928967,8548.928967,-0.015179,161.74875
9548.913788,8548.913788,-0.015178,161.748531
9548.89861,8548.89861,-0.015178,177.048796
9548.883432,8548.883432,-0.015178,177.048555
9548.868254,8548.868254,-0.015178,177.048315
9548.853076,8548.853076,-0.015179,177.048074
9548.837897,8548.837897,161.83982,177.047835
9710.677717,8710.677717,-0.015398,15.223433
9710.662319,8710.662319,15.285087,109.058199
9725.947406,8725.947406,-0.015419,313.895964
9725.931987,8725.931987,-0.015418,313.895543
9725.916569,8725.916569,-0.015419,313.895131
9725.90115,8725.90115,-0.015418,313.89471
9725.885732,8725.885732,0.015418,313.894288
9725.90115,8725.90115,93.819368,313.86304
9819.720518,8819.720518,220.122852,220.059502
10039.84337,9039.84337,-0.01584,84.72759
10039.82753,9039.82753,-0.01583,271.19995
10039.8117,9039.8117,-0.01584,271.19959
10039.79586,9039.79586,-0.01584,271.19924
10039.78002,9039.78002,-0.01583,271.1989
10039.76419,9039.76419,0.01583,271.19854
10039.78002,9039.78002,84.79094,271.1989
10124.57096,9124.57096,186.45652,186.42414
10311.02748,9311.02748,-0.01619,-0.04856
10311.01129,9311.01129,-0.01619,-0.04856
10310.9951,9310.9951,-0.01618,-0.04856
10310.97892,9310.97892,-0.01619,-0.04857
10310.96273,9310.96273,0.01619,-0.04856
10310.97892,9310.97892,0.01618,-0.04857
10310.9951,9310.9951,-0.01618,-0.04856
10310.97892,9310.97892,-0.01619,-0.01619
10310.96273,9310.96273,-0.01619,-0.01619
10310.94654,9310.94654,-0.01619,-0.01619
10310.93035,9310.93035,-0.01618,-0.01618
10310.91417,9310.91417,0.01618,-0.01619
10310.93035,9310.93035,0.01619,-0.04856
10310.94654,9310.94654,0.01619,-0.04856
10310.96273,9310.96273,-0.01619,-0.04856
10310.94654,9310.94654,-0.01619,-0.01619
10310.93035,9310.93035,-0.01618,0.01619
10310.91417,9310.91417,-0.01619,0.01618
10310.89798,9310.89798,-0.01619,0.01619
10310.88179,9310.88179,0.01619,0.01619
10310.89798,9310.89798,0.01619,-0.01619
10310.91417,9310.91417,0.01618,-0.04856
10310.93035,9310.93035,0.01619,-0.08093
10310.94654,9310.94654,-0.01619,-0.08093
10310.93035,9310.93035,-0.01618,-0.04856
10310.91417,9310.91417,-0.01619,-0.01619
10310.89798,9310.89798,-0.01619,-0.01619
10310.88179,9310.88179,-0.01618,-0.01618
10310.86561,9310.86561,-0.01619,-0.01619
10310.84942,9310.84942,0.01619,-0.01619
10310.86561,9310.86561,0.01618,-0.04856
10310.88179,9310.88179,0.01619,-0.08093
10310.89798,9310.89798,-0.01619,-0.11331
10310.88179,9310.88179,-0.01618,-0.1133
10310.86561,9310.86561,-0.01619,22.39933
10310.84942,9310.84942,-0.01619,22.39931
10310.83323,9310.83323,-0.01618,22.39928
10310.81705,9310.81705,-0.01619,22.39925
10310.80086,9310.80086,-0.01619,22.39922
10310.78467,9310.78467,-0.01618,22.3992
10310.76849,9310.76849,22.49645,22.43159
10333.26494,9333.26494,-0.01621,-0.08107
10333.24873,9333.24873,-0.01622,16.19942
10333.23251,9333.23251,-0.01621,16.1994
10333.2163,9333.2163,-0.01622,16.19938
10333.20008,9333.20008,-0.01621,16.19936
10333.18387,9333.18387,0.01621,16.19933
10333.20008,9333.20008,-0.01621,16.16689
10333.18387,9333.18387,16.26428,16.19933
10349.44815,9349.44815,-0.01624,-0.04871
10349.43191,9349.43191,-0.01623,-0.01623
10349.41568,9349.41568,-0.01624,0.01623
10349.39944,9349.39944,-0.01624,0.04871
10349.3832,9349.3832,-0.01623,0.04871
10349.36697,9349.36697,0.01623,0.04871
10349.3832,9349.3832,0.01624,0.01624
10349.39944,9349.39944,0.01624,-0.01624
10349.41568,9349.41568,0.01623,-0.04871
10349.43191,9349.43191,0.01624,-0.04871
10349.44815,9349.44815,-0.01624,167.38052
10349.43191,9349.43191,-0.01623,167.38031
10349.41568,9349.41568,-0.01624,212.77151
10349.39944,9349.39944,-0.01624,212.77124
10349.3832,9349.3832,-0.01623,212.77097
10349.36697,9349.36697,0.01623,212.7707
10349.3832,9349.3832,167.44547,212.77097
10516.82867,9516.82867,-0.01645,45.34201
10516.81222,9516.81222,45.37497,45.37497
10562.18719,9562.18719,-0.01651,0.0165
10562.17068,9562.17068,-0.01651,0.04952
10562.15417,9562.15417,-0.0165,0.08253
10562.13767,9562.13767,0.0165,0.08253
10562.15417,9562.15417,0.01651,0.04952
10562.17068,9562.17068,0.01651,0.01651
10562.18719,9562.18719,0.0165,-0.01651
10562.20369,9562.20369,0.01651,-0.04952
10562.2202,9562.2202,0.0165,-0.08253
10562.2367,9562.2367,-0.0165,-0.08253
10562.2202,9562.2202,-0.01651,-0.04952
10562.20369,9562.20369,-0.0165,85.74183
10562.18719,9562.18719,-0.01651,85.74172
10562.17068,9562.17068,-0.01651,85.74161
10562.15417,9562.15417,-0.0165,85.74151
10562.13767,9562.13767,0.0165,-10562.13767
10562.15417,9562.15417,0.01651,-10562.15417
10562.17068,9562.17068,85.77484,-10562.17068
10647.94552,9647.94552,-0.01661,-10647.94552
10647.92891,9647.92891,-0.01662,-10647.92891
10647.91229,9647.91229,-0.01661,-10647.91229
10647.89568,9647.89568,0,-10647.89568
