date,open,high,low,close,value
2019/3/11-2019/3/13,1292.75,1306.95,1292.75,1306.95,38290
2019/3/14-2019/3/18,1295.55,1305.6,1295.55,1305.6,42680
2019/3/19-2019/3/21,1307.7,1309.6,1303.7,1309.6,38460
2019/3/22-2019/3/26,1311.3,1319.55,1311.3,1316.3,46270
2019/3/27-2019/3/29,1309.7,1309.7,1295.15,1295.4,44140
2019/4/1-2019/4/3,1293.5,1293.5,1290.3,1290.45,5080
2019/4/4-2019/4/8,1283.15,1300.0,1283.15,1300.0,13030
2019/4/9-2019/4/11,1303.0,1305.45,1298.8,1298.8,39860
2019/4/12-2019/4/16,1294.3,1294.3,1276.35,1276.35,34030
2019/4/17-2019/4/23,1275.85,1275.85,1269.5,1269.5,25440
2019/4/24-2019/4/26,1271.65,1284.2,1271.65,1284.2,33950
2019/4/30-2019/5/2,1279.5,1283.8,1279.5,1283.8,8470
2019/5/3-2019/5/7,1270.95,1281.2,1270.95,1281.2,24520
2019/5/8-2019/5/10,1285.2,1287.1,1285.2,1287.1,51240
2019/5/13-2019/5/15,1295.6,1299.1,1295.6,1299.1,60420
2019/5/16-2019/5/20,1291.7,1291.7,1276.85,1276.85,50580
2019/5/21-2019/5/23,1271.15,1283.65,1271.15,1283.65,38070
2019/5/24-2019/5/29,1282.5,1282.5,1278.3,1281.65,35290
2019/5/30-2019/6/3,1280.95,1317.1,1280.95,1317.1,20410
2019/6/4-2019/6/6,1324.25,1335.5,1324.25,1335.5,21660
2019/6/7-2019/6/11,1340.65,1340.65,1324.3,1324.3,39120
2019/6/12-2019/6/14,1332.35,1351.25,1332.35,1351.25,44520
2019/6/17-2019/6/19,1341.3,1344.05,1341.3,1344.05,47660
2019/6/20-2019/6/24,1379.5,1405.7,1379.5,1405.7,69860
2019/6/25-2019/6/27,1431.4,1431.4,1402.5,1402.5,64890
2019/6/28-2019/7/2,1409.0,1409.0,1390.1,1391.05,15410
2019/7/3-2019/7/5,1413.5,1414.9,1388.65,1388.65,410
2019/7/8-2019/7/10,1400.1,1408.3,1391.55,1408.3,80840
2019/7/11-2019/7/15,1413.75,1413.75,1407.6,1412.4,77400
2019/7/16-2019/7/18,1409.85,1417.45,1409.85,1417.45,84150
2019/7/19-2019/7/23,1439.7,1439.7,1425.55,1425.55,66030
2019/7/24-2019/7/26,1426.95,1426.95,1416.1,1420.4,51190
2019/7/29-2019/7/31,1419.05,1427.55,1419.05,1427.55,37440
2019/8/1-2019/8/5,1406.8,1465.25,1406.8,1465.25,3820
2019/8/6-2019/8/8,1465.25,1506.05,1465.25,1495.75,105220
2019/8/9-2019/8/13,1497.7,1504.7,1497.7,1498.4,73710
2019/8/14-2019/8/19,1513.25,1515.65,1513.25,1515.25,80600
2019/8/20-2019/8/22,1496.6,1504.55,1496.6,1503.25,55650
2019/8/23-2019/8/27,1502.05,1532.95,1502.05,1532.95,77470
2019/8/28-2019/8/30,1537.15,1540.2,1528.4,1528.4,60970
2019/9/2-2019/9/4,1525.95,1546.1,1525.95,1546.1,5370
2019/9/5-2019/9/9,1529.1,1529.1,1509.2,1509.2,72810
2019/9/10-2019/9/12,1498.25,1515.2,1490.65,1515.2,88010
2019/9/13-2019/9/17,1503.1,1503.1,1497.2,1502.1,78280
2019/9/18-2019/9/20,1503.5,1503.5,1500.7,1501.9,63150
2019/9/23-2019/9/25,1522.1,1528.75,1520.65,1528.75,73130
2019/9/26-2019/9/30,1506.4,1506.4,1485.3,1485.3,69630
2019/10/1-2019/10/4,1473.45,1517.1,1473.45,1499.15,4200
2019/10/7-2019/10/9,1501.25,1507.25,1501.25,1507.25,46350
2019/10/10-2019/10/14,1494.8,1494.8,1479.15,1490.6,69710
2019/10/15-2019/10/17,1487.8,1492.65,1485.1,1492.65,70350
2019/10/18-2019/10/22,1490.0,1491.65,1485.35,1485.35,40480
2019/10/23-2019/10/25,1494.45,1513.45,1494.45,1513.45,46830
2019/10/28-2019/10/30,1492.4,1492.4,1486.75,1492.1,25060
2019/10/31-2019/11/4,1510.95,1510.95,1508.8,1509.45,3200
2019/11/5-2019/11/7,1488.95,1488.95,1484.25,1484.25,48360
2019/11/8-2019/11/12,1464.15,1464.15,1452.05,1452.05,57680
2019/11/13-2019/11/15,1462.9,1466.9,1462.9,1466.9,60960
2019/11/18-2019/11/20,1467.65,1471.7,1467.65,1471.7,71660
2019/11/21-2019/11/25,1467.05,1467.05,1458.4,1458.4,55300
2019/11/26-2019/11/28,1454.65,1454.65,1454.35,1454.65,37040
2019/11/29-2019/12/3,1460.15,1477.3,1460.15,1477.3,5310
2019/12/4-2019/12/6,1475.1,1475.95,1459.65,1459.65,16970
2019/12/9-2019/12/11,1461.7,1466.8,1461.7,1466.8,32520
2019/12/12-2019/12/16,1467.8,1477.9,1466.6,1477.9,57600
2019/12/17-2019/12/19,1475.8,1476.7,1474.05,1476.7,37150
2019/12/20-2019/12/27,1479.0,1511.5,1479.0,1511.5,33770
2019/12/30-2020/1/3,1514.75,1548.75,1514.75,1548.75,6030
2020/1/6-2020/1/8,1573.1,1573.1,1567.85,1571.95,108350
2020/1/9-2020/1/13,1550.75,1553.6,1549.9,1549.9,74480
2020/1/14-2020/1/16,1545.1,1554.55,1545.1,1554.55,53110
2020/1/17-2020/1/21,1557.6,1560.15,1551.3,1551.3,50180
2020/1/22-2020/1/24,1556.9,1564.3,1556.9,1564.3,60030
2020/1/27-2020/1/29,1580.1,1580.1,1573.45,1573.45,52730
2020/1/30-2020/2/3,1578.25,1584.2,1574.75,1574.75,6290
2020/2/4-2020/2/6,1558.35,1563.3,1553.3,1563.3,15750
2020/2/7-2020/2/11,1572.65,1573.2,1570.5,1570.5,50800
2020/2/12-2020/2/14,1563.7,1581.4,1563.7,1581.4,44110
2020/2/17-2020/2/19,1580.8,1604.2,1580.8,1604.2,52440
2020/2/20-2020/2/24,1619.0,1671.65,1619.0,1671.65,86720
2020/2/25-2020/2/27,1650.3,1652.0,1634.9,1652.0,78650
2020/2/28-2020/3/3,1609.85,1615.5,1599.65,1615.5,4850
2020/3/4-2020/3/6,1641.85,1683.65,1641.85,1683.65,76710
2020/3/9-2020/3/11,1672.5,1672.5,1653.75,1653.75,120210
2020/3/12-2020/3/16,1570.7,1570.7,1487.7,1487.7,248590
2020/3/17-2020/3/19,1536.2,1536.2,1474.25,1474.25,204480
2020/3/20-2020/3/24,1494.4,1605.75,1494.4,1605.75,130670
2020/3/25-2020/3/27,1605.45,1634.8,1605.45,1617.3,87200
2020/3/30-2020/4/1,1618.3,1618.3,1576.55,1576.55,1260
2020/4/3-2020/4/8,1613.1,1649.25,1613.1,1647.8,33310
2020/4/9-2020/4/15,1680.65,1741.9,1680.65,1718.65,58760
2020/4/16-2020/4/20,1729.5,1729.5,1686.2,1686.2,78560
2020/4/21-2020/4/23,1682.05,1736.25,1682.05,1736.25,106619
2020/4/24-2020/4/28,1715.9,1715.9,1691.55,1691.55,105950
2020/4/29-2020/5/1,1703.35,1703.35,1686.25,1686.25,7220
2020/5/4-2020/5/6,1709.1,1709.1,1691.5,1691.5,38710
2020/5/7-2020/5/12,1704.05,1704.05,1702.4,1702.4,118240
2020/5/13-2020/5/15,1708.4,1735.35,1708.4,1735.35,140440
2020/5/18-2020/5/20,1734.7,1748.3,1734.7,1748.3,153850
2020/5/21-2020/5/26,1724.9,1733.55,1720.25,1720.25,124680
2020/5/27-2020/5/29,1694.6,1728.7,1694.6,1728.7,107190
2020/6/1-2020/6/3,1730.6,1742.15,1705.35,1705.35,2409
2020/6/4-2020/6/8,1700.05,1700.05,1683.45,1690.35,39470
2020/6/9-2020/6/11,1713.5,1738.25,1713.5,1738.25,129780
2020/6/12-2020/6/16,1733.5,1733.5,1710.45,1719.85,129940
2020/6/17-2020/6/19,1724.35,1734.75,1719.5,1734.75,112870
2020/6/22-2020/6/24,1761.85,1768.9,1761.85,1766.05,120480
2020/6/25-2020/6/29,1756.55,1771.6,1747.6,1771.6,58110
2020/6/30-2020/7/2,1768.1,1777.45,1768.1,1777.45,1050
2020/7/3-2020/7/7,1772.9,1789.55,1772.9,1789.55,80330
2020/7/8-2020/7/10,1811.1,1812.1,1803.1,1803.1,127250
2020/7/13-2020/7/15,1807.5,1807.5,1801.9,1804.6,113430
2020/7/16-2020/7/20,1807.7,1815.65,1807.35,1815.65,85790
2020/7/21-2020/7/23,1842.55,1878.3,1842.55,1878.3,123530
2020/7/24-2020/7/28,1902.1,1940.9,1902.1,1940.9,133490
2020/7/29-2020/7/31,1950.9,1964.9,1950.9,1964.9,33210
2020/8/3-2020/8/5,1958.55,2048.15,1958.55,2048.15,300
2020/8/6-2020/8/10,2067.15,2067.15,2031.15,2044.5,134850
2020/8/11-2020/8/13,1939.65,1944.25,1931.9,1944.25,227530
2020/8/14-2020/8/18,1944.75,2008.75,1944.75,2008.75,162110
2020/8/19-2020/8/21,1981.0,1981.0,1924.35,1924.35,171320
2020/8/24-2020/8/26,1943.95,1943.95,1911.15,1932.95,135550
2020/8/27-2020/9/1,1923.85,1972.35,1923.85,1972.35,86640
2020/9/2-2020/9/4,1947.05,1947.05,1926.3,1926.3,590
2020/9/7-2020/9/9,1928.45,1947.2,1910.95,1947.2,98980
2020/9/10-2020/9/14,1966.25,1966.25,1947.4,1958.7,91970
2020/9/15-2020/9/17,1949.35,1961.8,1936.25,1936.25,103780
2020/9/18-2020/9/22,1950.85,1950.85,1906.0,1906.0,116410
2020/9/23-2020/9/25,1873.4,1873.4,1859.7,1859.7,115220
2020/9/28-2020/9/30,1864.3,1886.9,1864.3,1886.9,9720
2020/10/1-2020/10/6,1902.0,1913.4,1902.0,1913.4,29420
2020/10/7-2020/10/9,1884.5,1923.25,1884.5,1923.25,94840
2020/10/12-2020/10/14,1925.5,1925.5,1891.3,1910.05,80650
2020/10/15-2020/10/19,1891.9,1905.6,1891.9,1905.6,70240
2020/10/20-2020/10/22,1898.4,1924.15,1898.4,1900.95,73140
2020/10/23-2020/10/27,1903.65,1905.7,1898.45,1905.7,68080
2020/10/28-2020/10/30,1869.95,1881.85,1869.95,1881.85,53780
2020/11/2-2020/11/4,1889.9,1908.3,1889.9,1900.15,1950
2020/11/5-2020/11/9,1938.45,1940.8,1867.3,1867.3,105530
2020/11/10-2020/11/12,1878.7,1878.7,1860.95,1874.85,95100
2020/11/13-2020/11/17,1890.9,1890.9,1885.6,1889.05,68410
2020/11/18-2020/11/20,1876.1,1876.1,1857.35,1875.7,86970
2020/11/23-2020/11/25,1840.2,1840.2,1799.6,1810.2,97680
2020/11/26-2020/11/30,1807.4,1807.4,1762.55,1762.55,44470
2020/12/1-2020/12/3,1810.75,1832.35,1810.75,1832.35,1390
2020/12/4-2020/12/8,1843.0,1868.15,1843.0,1868.15,57930
2020/12/9-2020/12/11,1841.75,1844.35,1841.75,1842.0,86520
2020/12/14-2020/12/16,1831.15,1851.95,1831.15,1851.95,88810
2020/12/17-2020/12/21,1890.75,1890.75,1879.75,1880.0,99670
2020/12/22-2020/12/29,1877.1,1877.1,1874.3,1874.3,64660
2020/12/30-2021/1/5,1887.6,1943.2,1887.6,1940.35,3950
2021/1/6-2021/1/8,1931.95,1931.95,1862.9,1862.9,134020
2021/1/11-2021/1/13,1847.25,1858.85,1841.25,1858.85,84980
2021/1/14-2021/1/18,1841.75,1841.75,1833.05,1833.05,77620
2021/1/19-2021/1/21,1834.7,1862.1,1834.7,1862.1,82820
2021/1/22-2021/1/27,1852.7,1856.85,1843.0,1843.0,80150
2021/1/28-2021/2/1,1853.7,1863.8,1853.7,1862.95,59400
2021/2/2-2021/2/4,1833.1,1835.45,1785.9,1785.9,710
2021/2/5-2021/2/9,1802.95,1839.6,1802.95,1839.6,56530
2021/2/10-2021/2/12,1842.65,1842.65,1816.35,1816.35,83210
2021/2/15-2021/2/17,1817.3,1817.3,1780.7,1780.7,87920
2021/2/18-2021/2/22,1773.15,1807.45,1773.15,1807.45,89270
2021/2/23-2021/2/25,1799.65,1799.65,1779.65,1779.65,69110
2021/2/26-2021/3/2,1742.85,1742.85,1723.85,1723.85,38470
2021/3/3-2021/3/5,1711.4,1712.1,1696.25,1696.25,90
2021/3/8-2021/3/10,1687.05,1716.9,1687.05,1716.2,81720
2021/3/11-2021/3/15,1724.25,1724.25,1704.8,1723.65,69520
2021/3/16-2021/3/18,1735.0,1735.0,1725.9,1725.9,70720
2021/3/19-2021/3/23,1735.2,1736.15,1726.2,1726.2,58890
2021/3/24-2021/3/26,1730.5,1737.3,1730.5,1731.8,61660
2021/3/29-2021/3/31,1705.95,1705.95,1683.95,1691.05,13410
2021/4/1-2021/4/7,1726.05,1744.65,1726.05,1738.05,39470
2021/4/8-2021/4/12,1755.5,1755.5,1732.85,1732.85,61410
2021/4/13-2021/4/15,1747.95,1757.2,1735.55,1757.2,54500
2021/4/16-2021/4/20,1774.45,1777.85,1774.45,1777.85,75290
2021/4/21-2021/4/23,1798.2,1798.2,1781.8,1781.8,62980
2021/4/26-2021/4/28,1773.35,1784.15,1772.2,1772.2,49620
2021/4/29-2021/5/4,1762.65,1797.75,1762.65,1797.75,7290
2021/5/5-2021/5/7,1782.25,1836.55,1782.25,1836.55,60530
2021/5/10-2021/5/12,1840.45,1840.45,1829.1,1830.7,76960
2021/5/13-2021/5/17,1821.8,1853.7,1821.8,1853.7,53120
2021/5/18-2021/5/20,1866.75,1888.45,1866.75,1878.3,75480
2021/5/21-2021/5/25,1875.9,1887.0,1875.9,1887.0,58220
2021/5/26-2021/5/28,1899.75,1899.95,1891.45,1899.95,52090
2021/6/1-2021/6/3,1899.35,1902.75,1866.55,1866.55,1120
2021/6/4-2021/6/8,1890.6,1893.15,1888.4,1893.15,26410
2021/6/9-2021/6/11,1894.6,1894.6,1881.05,1881.05,47820
2021/6/14-2021/6/16,1865.6,1865.6,1860.75,1860.75,46900
2021/6/17-2021/6/21,1778.7,1778.7,1773.1,1775.05,67080
2021/6/22-2021/6/24,1775.05,1791.6,1775.05,1784.85,40740
2021/6/25-2021/6/29,1786.65,1786.65,1755.45,1755.45,37410
2021/6/30-2021/7/2,1763.15,1786.15,1763.15,1786.15,1150
2021/7/5-2021/7/7,1791.35,1809.85,1791.35,1804.65,36910
2021/7/8-2021/7/12,1807.7,1807.7,1792.4,1792.4,57910
2021/7/13-2021/7/15,1813.85,1823.75,1813.85,1823.75,53280
2021/7/16-2021/7/20,1824.3,1824.3,1814.9,1823.05,53770
2021/7/21-2021/7/23,1802.15,1802.15,1799.45,1799.6,38570
2021/7/26-2021/7/28,1800.2,1800.35,1796.6,1796.6,34720
2021/7/29-2021/8/2,1829.3,1829.3,1811.45,1811.45,16490
2021/8/3-2021/8/5,1812.65,1829.1,1800.75,1800.75,140
2021/8/6-2021/8/10,1762.9,1762.9,1723.35,1723.35,60860
2021/8/11-2021/8/13,1743.6,1773.85,1743.6,1773.85,41690
2021/8/16-2021/8/18,1786.35,1789.45,1783.45,1783.45,36440
2021/8/19-2021/8/23,1782.05,1802.0,1779.05,1802.0,30880
2021/8/24-2021/8/26,1808.45,1808.45,1786.6,1786.6,29840
2021/8/27-2021/9/1,1798.5,1814.85,1798.5,1811.8,13840
2021/9/2-2021/9/6,1812.55,1823.7,1812.55,1821.6,5770
2021/9/7-2021/9/9,1802.15,1802.15,1786.0,1788.25,43660
